,Pokemon Id,Pokedex Number,Name,Classification,Pokemon Height,Pokemon Weight,Primary Type,Secondary Type,Primary Ability,Primary Ability Description,Secondary Ability,Secondary Ability Description,Hidden Ability,Hidden Ability Description,Male Ratio,Female Ratio,Base Happiness,Game(s) of Origin,Region of Origin,Health Stat,Attack Stat,Defense Stat,Special Attack Stat,Special Defense Stat,Speed Stat,Base Stat Total,Health EV,Attack EV,Defense EV,Special Attack EV,Special Defense EV,Speed EV,EV Yield Total,Catch Rate,Experience Growth,Experience Growth Total,Experience Yield,Primary Egg Group,Secondary Egg Group,Egg Cycle Count,Pre-Evolution Pokemon Id,Evolution Details,#,Type 1,Type 2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Legendary
429,633,435,Skuntank,"""Skunk Pokemon""",1.0,38.0,"""Poison""","""Dark""","""Stench""","""By releasing stench when attacking, this Pokémon may cause the target to flinch.""","""Aftermath""","""Damages the attacker if it contacts the Pokémon with a finishing hit.""","""Keen Eye""","""Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.""",50.0,50.0,70,"""Diamond""","""Sinnoh""",103,93,67,71,61,84,479,2,0,0,0,0,0,2,60,"""Medium Fast""",1000000,168,"""Field""",,20,632.0,"""Level 34""",435,Poison,Dark,479,103,93,67,71,61,84,4,False
430,634,436,Bronzor,"""Bronze Pokemon""",0.5,60.5,"""Steel""","""Psychic""","""Levitate""","""By floating in the air, the Pokémon receives full immunity to all Ground-type moves.""","""Heatproof""","""The heatproof body of the Pokémon halves the damage from Fire-type moves that hit it.""","""Heavy Metal""","""Doubles the Pokémon's weight.""",0.0,0.0,70,"""Diamond""","""Sinnoh""",57,24,86,24,86,23,300,0,0,1,0,0,0,1,255,"""Medium Fast""",1000000,60,"""Mineral""",,20,,,436,Steel,Psychic,300,57,24,86,24,86,23,4,False
431,635,437,Bronzong,"""Bronze Bell Pokemon""",1.3,187.0,"""Steel""","""Psychic""","""Levitate""","""By floating in the air, the Pokémon receives full immunity to all Ground-type moves.""","""Heatproof""","""The heatproof body of the Pokémon halves the damage from Fire-type moves that hit it.""","""Heavy Metal""","""Doubles the Pokémon's weight.""",0.0,0.0,70,"""Diamond""","""Sinnoh""",67,89,116,79,116,33,500,0,0,1,0,1,0,2,90,"""Medium Fast""",1000000,175,"""Mineral""",,20,634.0,"""Level 33""",437,Steel,Psychic,500,67,89,116,79,116,33,4,False
432,636,438,Bonsly,"""Bonsai Pokemon""",0.5,15.0,"""Rock""",,"""Sturdy""","""It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.""","""Rock Head""","""Protects the Pokémon from recoil damage.""","""Rattled""","""Dark-, Ghost-, and Bug-type moves scare the Pokémon and boost its Speed stat.""",50.0,50.0,70,"""Diamond""","""Sinnoh""",50,80,95,10,45,10,290,0,0,1,0,0,0,1,255,"""Medium Fast""",1000000,58,"""Undiscovered""",,20,,,438,Rock,,290,50,80,95,10,45,10,4,False
433,637,439,Mime Jr.,"""Mime Pokemon""",0.6,13.0,"""Psychic""","""Fairy""","""Soundproof""","""Soundproofing gives the Pokémon full immunity to all sound-based moves.""","""Filter""","""Reduces the power of supereffective attacks taken.""","""Technician""","""Powers up the Pokémon's weaker moves.""",50.0,50.0,70,"""Diamond""","""Sinnoh""",20,25,45,70,90,60,310,0,0,0,0,1,0,1,145,"""Medium Fast""",1000000,62,"""Undiscovered""",,25,,,439,Psychic,Fairy,310,20,25,45,70,90,60,4,False
434,638,440,Happiny,"""Playhouse Pokemon""",0.6,24.4,"""Normal""",,"""Natural Cure""","""All status conditions heal when the Pokémon switches out.""","""Serene Grace""","""Boosts the likelihood of additional effects occurring when attacking.""","""Friend Guard""","""Reduces damage done to allies.""",0.0,100.0,140,"""Diamond""","""Sinnoh""",100,5,5,15,65,30,220,1,0,0,0,0,0,1,130,"""Fast""",800000,110,"""Undiscovered""",,40,,,440,Normal,,220,100,5,5,15,65,30,4,False
435,639,441,Chatot,"""Music Note Pokemon""",0.5,1.9,"""Normal""","""Flying""","""Keen Eye""","""Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.""","""Tangled Feet""","""Raises evasiveness if the Pokémon is confused.""","""Big Pecks""","""Protects the Pokémon from Defense-lowering effects.""",50.0,50.0,35,"""Diamond""","""Sinnoh""",76,65,45,92,42,91,411,0,1,0,0,0,0,1,30,"""Medium Slow""",1059860,144,"""Flying""",,20,,,441,Normal,Flying,411,76,65,45,92,42,91,4,False
436,640,442,Spiritomb,"""Forbidden Pokemon""",1.0,108.0,"""Ghost""","""Dark""","""Pressure""","""By putting pressure on the opposing Pokémon, it raises their PP usage.""",,,"""Infiltrator""","""Passes through the opposing Pokémon's barrier, substitute, and the like and strikes.""",50.0,50.0,70,"""Diamond""","""Sinnoh""",50,92,108,92,108,35,485,0,0,1,0,1,0,2,100,"""Medium Fast""",1000000,170,"""Amorphous""",,30,,,442,Ghost,Dark,485,50,92,108,92,108,35,4,False
437,641,443,Gible,"""Land Shark Pokemon""",0.7,20.5,"""Dragon""","""Ground""","""Sand Veil""","""Boosts the Pokémon's evasiveness in a sandstorm.""",,,"""Rough Skin""","""This Pokémon inflicts damage with its rough skin to the attacker on contact.""",50.0,50.0,70,"""Diamond""","""Sinnoh""",58,70,45,40,45,42,300,0,1,0,0,0,0,1,45,"""Slow""",1250000,60,"""Monster""","""Dragon""",40,,,443,Dragon,Ground,300,58,70,45,40,45,42,4,False
438,642,444,Gabite,"""Cave Pokemon""",1.4,56.0,"""Dragon""","""Ground""","""Sand Veil""","""Boosts the Pokémon's evasiveness in a sandstorm.""",,,"""Rough Skin""","""This Pokémon inflicts damage with its rough skin to the attacker on contact.""",50.0,50.0,70,"""Diamond""","""Sinnoh""",68,90,65,50,55,82,410,0,2,0,0,0,0,2,45,"""Slow""",1250000,144,"""Monster""","""Dragon""",40,641.0,"""Level 24""",444,Dragon,Ground,410,68,90,65,50,55,82,4,False
439,643,445,Garchomp,"""Mach Pokemon""",1.9,95.0,"""Dragon""","""Ground""","""Sand Veil""","""Boosts the Pokémon's evasiveness in a sandstorm.""",,,"""Rough Skin""","""This Pokémon inflicts damage with its rough skin to the attacker on contact.""",50.0,50.0,70,"""Diamond""","""Sinnoh""",108,130,95,80,85,102,600,0,3,0,0,0,0,3,45,"""Slow""",1250000,270,"""Monster""","""Dragon""",40,642.0,"""Level 48""",445,Dragon,Ground,600,108,130,95,80,85,102,4,False
440,644,446,Munchlax,"""Big Eater Pokemon""",0.6,105.0,"""Normal""",,"""Pickup""","""The Pokémon may pick up the item an opposing Pokémon used during a battle. It may pick up items outside of battle, too.""","""Thick Fat""","""The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves. ""","""Gluttony""","""Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.""",87.5,12.5,70,"""Diamond""","""Sinnoh""",135,85,40,40,85,5,390,1,0,0,0,0,0,1,50,"""Slow""",1250000,78,"""Undiscovered""",,40,,,446,Normal,,390,135,85,40,40,85,5,4,False
441,645,447,Riolu,"""Emanation Pokemon""",0.7,20.2,"""Fighting""",,"""Steadfast""","""The Pokémon's determination boosts the Speed stat each time the Pokémon flinches.""","""Inner Focus""","""The Pokémon's intensely focused, and that protects the Pokémon from flinching.""","""Prankster""","""Gives priority to a status move.""",87.5,12.5,70,"""Diamond""","""Sinnoh""",40,70,40,35,40,60,285,0,1,0,0,0,0,1,75,"""Medium Slow""",1059860,57,"""Undiscovered""",,25,,,447,Fighting,,285,40,70,40,35,40,60,4,False
442,646,448,Lucario,"""Aura Pokemon""",1.2,54.0,"""Fighting""","""Steel""","""Steadfast""","""The Pokémon's determination boosts the Speed stat each time the Pokémon flinches.""","""Inner Focus""","""The Pokémon's intensely focused, and that protects the Pokémon from flinching.""","""Justified""","""Being hit by a Dark-type move boosts the Attack stat of the Pokémon, for justice.""",87.5,12.5,70,"""Diamond""","""Sinnoh""",70,110,70,115,70,90,525,0,1,0,1,0,0,2,45,"""Medium Slow""",1059860,184,"""Field""","""Human-Like""",25,645.0,"""During The Day""",448,Fighting,Steel,525,70,110,70,115,70,90,4,False
443,647,449,Hippopotas,"""Hippo Pokemon""",0.8,49.5,"""Ground""",,"""Sand Stream""","""The Pokémon summons a sandstorm when it enters a battle.""",,,"""Sand Force""","""Boosts the power of Rock-, Ground-, and Steel-type moves in a sandstorm.""",50.0,50.0,70,"""Diamond""","""Sinnoh""",68,72,78,38,42,32,330,0,0,1,0,0,0,1,140,"""Slow""",1250000,66,"""Field""",,30,,,449,Ground,,330,68,72,78,38,42,32,4,False
444,648,450,Hippowdon,"""Heavyweight Pokemon""",2.0,300.0,"""Ground""",,"""Sand Stream""","""The Pokémon summons a sandstorm when it enters a battle.""",,,"""Sand Force""","""Boosts the power of Rock-, Ground-, and Steel-type moves in a sandstorm.""",50.0,50.0,70,"""Diamond""","""Sinnoh""",108,112,118,68,72,47,525,0,0,2,0,0,0,2,60,"""Slow""",1250000,184,"""Field""",,30,647.0,"""Level 34""",450,Ground,,525,108,112,118,68,72,47,4,False
445,649,451,Skorupi,"""Scorpion Pokemon""",0.8,12.0,"""Poison""","""Bug""","""Battle Armor""","""Hard armor protects the Pokémon from critical hits.""","""Sniper""","""Powers up moves if they become critical hits when attacking.""","""Keen Eye""","""Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.""",50.0,50.0,70,"""Diamond""","""Sinnoh""",40,50,90,30,55,65,330,0,0,1,0,0,0,1,120,"""Slow""",1250000,66,"""Bug""","""Water 3""",20,,,451,Poison,Bug,330,40,50,90,30,55,65,4,False
446,650,452,Drapion,"""Ogre Scorpion Pokemon""",1.3,61.5,"""Poison""","""Dark""","""Battle Armor""","""Hard armor protects the Pokémon from critical hits.""","""Sniper""","""Powers up moves if they become critical hits when attacking.""","""Keen Eye""","""Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.""",50.0,50.0,70,"""Diamond""","""Sinnoh""",70,90,110,60,75,95,500,0,0,2,0,0,0,2,45,"""Slow""",1250000,175,"""Bug""","""Water 3""",20,649.0,"""Level 40""",452,Poison,Dark,500,70,90,110,60,75,95,4,False
447,651,453,Croagunk,"""Toxic Mouth Pokemon""",0.7,23.0,"""Poison""","""Fighting""","""Anticipation""","""The Pokémon can sense an opposing Pokémon's dangerous moves.""","""Dry Skin""","""Restores HP in rain or when hit by Water-type moves. Reduces HP in harsh sunlight, and increases the damage received from Fire-type moves.""","""Poison Touch""","""May poison a target when the Pokémon makes contact.""",50.0,50.0,100,"""Diamond""","""Sinnoh""",48,61,40,61,40,50,300,0,1,0,0,0,0,1,140,"""Medium Fast""",1000000,60,"""Human-Like""",,10,,,453,Poison,Fighting,300,48,61,40,61,40,50,4,False
448,652,454,Toxicroak,"""Toxic Mouth Pokemon""",1.3,44.4,"""Poison""","""Fighting""","""Anticipation""","""The Pokémon can sense an opposing Pokémon's dangerous moves.""","""Dry Skin""","""Restores HP in rain or when hit by Water-type moves. Reduces HP in harsh sunlight, and increases the damage received from Fire-type moves.""","""Poison Touch""","""May poison a target when the Pokémon makes contact.""",50.0,50.0,70,"""Diamond""","""Sinnoh""",83,106,65,86,65,85,490,0,2,0,0,0,0,2,75,"""Medium Fast""",1000000,172,"""Human-Like""",,20,651.0,"""Level 37""",454,Poison,Fighting,490,83,106,65,86,65,85,4,False
449,653,455,Carnivine,"""Bug Catcher Pokemon""",1.4,27.0,"""Grass""",,"""Levitate""","""By floating in the air, the Pokémon receives full immunity to all Ground-type moves.""",,,,,50.0,50.0,70,"""Diamond""","""Sinnoh""",74,100,72,90,72,46,454,0,2,0,0,0,0,2,200,"""Slow""",1250000,159,"""Grass""",,25,,,455,Grass,,454,74,100,72,90,72,46,4,False
450,654,456,Finneon,"""Wing Fish Pokemon""",0.4,7.0,"""Water""",,"""Swift Swim""","""Boosts the Pokémon's Speed stat in rain.""","""Storm Drain""","""Draws in all Water-type moves. Instead of being hit by Water-type moves, it boosts its Sp. Atk.""","""Water Veil""","""The Pokémon is covered with a water veil, which prevents the Pokémon from getting a burn.""",50.0,50.0,70,"""Diamond""","""Sinnoh""",49,49,56,49,61,66,330,0,0,0,0,0,1,1,190,"""Erratic""",600000,66,"""Water 2""",,20,,,456,Water,,330,49,49,56,49,61,66,4,False
451,655,457,Lumineon,"""Neon Pokemon""",1.2,24.0,"""Water""",,"""Swift Swim""","""Boosts the Pokémon's Speed stat in rain.""","""Storm Drain""","""Draws in all Water-type moves. Instead of being hit by Water-type moves, it boosts its Sp. Atk.""","""Water Veil""","""The Pokémon is covered with a water veil, which prevents the Pokémon from getting a burn.""",50.0,50.0,70,"""Diamond""","""Sinnoh""",69,69,76,69,86,91,460,0,0,0,0,0,2,2,75,"""Erratic""",600000,161,"""Water 2""",,20,654.0,"""Level 31""",457,Water,,460,69,69,76,69,86,91,4,False
452,656,458,Mantyke,"""Kite Pokemon""",1.0,65.0,"""Water""","""Flying""","""Swift Swim""","""Boosts the Pokémon's Speed stat in rain.""","""Water Absorb""","""Restores HP if hit by a Water-type move instead of taking damage.""","""Water Veil""","""The Pokémon is covered with a water veil, which prevents the Pokémon from getting a burn.""",50.0,50.0,70,"""Diamond""","""Sinnoh""",45,20,50,60,120,50,345,0,0,0,0,1,0,1,25,"""Slow""",1250000,69,"""Undiscovered""",,25,,,458,Water,Flying,345,45,20,50,60,120,50,4,False
453,657,459,Snover,"""Frost Tree Pokemon""",1.0,50.5,"""Grass""","""Ice""","""Snow Warning""","""The Pokémon summons a hailstorm when it enters a battle.""",,,"""Soundproof""","""Soundproofing gives the Pokémon full immunity to all sound-based moves.""",50.0,50.0,70,"""Diamond""","""Sinnoh""",60,62,50,62,60,40,334,0,1,0,0,0,0,1,120,"""Slow""",1250000,67,"""Monster""","""Grass""",20,,,459,Grass,Ice,334,60,62,50,62,60,40,4,False
454,658,460,Abomasnow,"""Frost Tree Pokemon""",2.2,135.5,"""Grass""","""Ice""","""Snow Warning""","""The Pokémon summons a hailstorm when it enters a battle.""",,,"""Soundproof""","""Soundproofing gives the Pokémon full immunity to all sound-based moves.""",50.0,50.0,70,"""Diamond""","""Sinnoh""",90,92,75,92,85,60,494,0,1,0,1,0,0,2,60,"""Slow""",1250000,173,"""Monster""","""Grass""",20,657.0,"""Level 40""",460,Grass,Ice,494,90,92,75,92,85,60,4,False
455,683,461,Weavile,"""Sharp Claw Pokemon""",1.1,34.0,"""Dark""","""Ice""","""Pressure""","""By putting pressure on the opposing Pokémon, it raises their PP usage.""",,,"""Pickpocket""","""Steals an item from an attacker that made direct contact.""",50.0,50.0,35,"""Diamond""","""Sinnoh""",70,120,65,45,85,125,510,0,1,0,0,0,1,2,45,"""Medium Slow""",1059860,179,"""Field""",,20,339.0,"""Holding Razor Claw At Night""",461,Dark,Ice,510,70,120,65,45,85,125,4,False
456,684,462,Magnezone,"""Magnet Area Pokemon""",1.2,180.0,"""Electric""","""Steel""","""Magnet Pull""","""Prevents Steel-type Pokémon from escaping using its magnetic force.""","""Sturdy""","""It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.""","""Analytic""","""Boosts move power when the Pokémon moves last.""",0.0,0.0,70,"""Diamond""","""Sinnoh""",70,70,115,130,90,60,535,0,0,0,3,0,0,3,30,"""Medium Fast""",1000000,241,"""Mineral""",,20,1341.0,"""Thunder Stone""",462,Electric,Steel,535,70,70,115,130,90,60,4,False
457,685,463,Lickilicky,"""Licking Pokemon""",1.7,140.0,"""Normal""",,"""Own Tempo""","""This Pokémon has its own tempo, and that prevents it from becoming confused.""","""Oblivious""","""The Pokémon is oblivious, and that keeps it from being infatuated or falling for taunts.""","""Cloud Nine""","""Eliminates the effects of weather.""",50.0,50.0,70,"""Diamond""","""Sinnoh""",110,85,95,80,95,50,515,3,0,0,0,0,0,3,30,"""Medium Fast""",1000000,180,"""Monster""",,20,142.0,"""Knowing Rollout""",463,Normal,,515,110,85,95,80,95,50,4,False
458,686,464,Rhyperior,"""Drill Pokemon""",2.4,282.8,"""Ground""","""Rock""","""Lightning Rod""","""The Pokémon draws in all Electric-type moves. Instead of being hit by Electric-type moves, it boosts its Sp. Atk.""","""Solid Rock""","""Reduces the power of supereffective attacks taken.""","""Reckless""","""Powers up moves that have recoil damage.""",50.0,50.0,70,"""Diamond""","""Sinnoh""",115,140,130,55,55,40,535,0,3,0,0,0,0,3,30,"""Slow""",1250000,241,"""Monster""","""Field""",20,146.0,"""Protector""",464,Ground,Rock,535,115,140,130,55,55,40,4,False
459,687,465,Tangrowth,"""Vine Pokemon""",2.0,128.6,"""Grass""",,"""Chlorophyll""","""Boosts the Pokémon's Speed stat in harsh sunlight. ""","""Leaf Guard""","""Prevents status conditions in harsh sunlight.""","""Regenerator""","""Restores a little HP when withdrawn from battle.""",50.0,50.0,70,"""Diamond""","""Sinnoh""",100,100,125,110,50,50,535,0,0,2,0,0,0,2,30,"""Medium Fast""",1000000,187,"""Grass""",,20,148.0,"""Knowing Ancient Power""",465,Grass,,535,100,100,125,110,50,50,4,False
460,688,466,Electivire,"""Thunderbolt Pokemon""",1.8,138.6,"""Electric""",,"""Motor Drive""","""Boosts its Speed stat if hit by an Electric-type move instead of taking damage.""",,,"""Vital Spirit""","""The Pokémon is full of vitality, and that prevents it from falling asleep.""",75.0,25.0,70,"""Diamond""","""Sinnoh""",75,123,67,95,85,95,540,0,3,0,0,0,0,3,30,"""Medium Fast""",1000000,243,"""Human-Like""",,25,221.0,"""Electirizer""",466,Electric,,540,75,123,67,95,85,95,4,False
461,699,467,Magmortar,"""Blast Pokemon""",1.6,68.0,"""Fire""",,"""Flame Body""","""Contact with the Pokémon may burn the attacker.""",,,"""Vital Spirit""","""The Pokémon is full of vitality, and that prevents it from falling asleep.""",75.0,25.0,70,"""Diamond""","""Sinnoh""",75,95,67,125,95,83,540,0,0,0,3,0,0,3,30,"""Medium Fast""",1000000,243,"""Human-Like""",,25,222.0,"""Magmarizer""",467,Fire,,540,75,95,67,125,95,83,4,False
462,713,468,Togekiss,"""Jubilee Pokemon""",1.5,38.0,"""Fairy""","""Flying""","""Hustle""","""Boosts the Attack stat, but lowers accuracy.""","""Serene Grace""","""Boosts the likelihood of additional effects occurring when attacking.""","""Super Luck""","""The Pokémon is so lucky that the critical-hit ratios of its moves are boosted.""",87.5,12.5,70,"""Diamond""","""Sinnoh""",85,50,95,120,115,80,545,0,0,0,2,1,0,3,30,"""Fast""",800000,245,"""Flying""","""Fairy""",10,265.0,"""Shiny Stone""",468,Fairy,Flying,545,85,50,95,120,115,80,4,False
463,714,469,Yanmega,"""Ogre Darner Pokemon""",1.9,51.5,"""Bug""","""Flying""","""Speed Boost""","""Its Speed stat is boosted every turn.""","""Tinted Lens""","""The Pokémon can use """"not very effective"""" moves to deal regular damage.""","""Frisk""","""When it enters a battle, the Pokémon can check an opposing Pokémon's held item.""",50.0,50.0,70,"""Diamond""","""Sinnoh""",86,76,86,116,56,95,515,0,2,0,0,0,0,2,30,"""Medium Fast""",1000000,180,"""Bug""",,20,293.0,"""Knowing Ancient Power""",469,Bug,Flying,515,86,76,86,116,56,95,4,False
464,715,470,Leafeon,"""Verdant Pokemon""",1.0,25.5,"""Grass""",,"""Leaf Guard""","""Prevents status conditions in harsh sunlight.""",,,"""Chlorophyll""","""Boosts the Pokémon's Speed stat in harsh sunlight. """,87.5,12.5,35,"""Diamond""","""Sinnoh""",65,110,130,60,65,95,525,0,0,2,0,0,0,2,45,"""Medium Fast""",1000000,184,"""Field""",,35,228.0,"""Leaf Stone""",470,Grass,,525,65,110,130,60,65,95,4,False
465,716,471,Glaceon,"""Fresh Snow Pokemon""",0.8,25.9,"""Ice""",,"""Snow Cloak""","""Boosts evasiveness in a hailstorm.""",,,"""Ice Body""","""The Pokémon gradually regains HP in a hailstorm.""",87.5,12.5,35,"""Diamond""","""Sinnoh""",65,60,110,130,95,65,525,0,0,0,2,0,0,2,45,"""Medium Fast""",1000000,184,"""Field""",,35,228.0,"""Ice Stone""",471,Ice,,525,65,60,110,130,95,65,4,False
466,717,472,Gliscor,"""Fang Scorpion Pokemon""",2.0,42.5,"""Ground""","""Flying""","""Hyper Cutter""","""The Pokémon's proud of its powerful pincers. They prevent other Pokémon from lowering its Attack stat.""","""Sand Veil""","""Boosts the Pokémon's evasiveness in a sandstorm.""","""Poison Heal""","""Restores HP if the Pokémon is poisoned instead of losing HP.""",50.0,50.0,70,"""Diamond""","""Sinnoh""",75,95,125,45,75,95,510,0,0,2,0,0,0,2,30,"""Medium Slow""",1059860,179,"""Bug""",,20,331.0,"""Holding Razor Fang At Night""",472,Ground,Flying,510,75,95,125,45,75,95,4,False
467,718,473,Mamoswine,"""Twin Tusk Pokemon""",2.5,291.0,"""Ice""","""Ground""","""Oblivious""","""The Pokémon is oblivious, and that keeps it from being infatuated or falling for taunts.""","""Snow Cloak""","""Boosts evasiveness in a hailstorm.""","""Thick Fat""","""The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves. """,50.0,50.0,70,"""Diamond""","""Sinnoh""",110,130,80,70,60,80,530,0,3,0,0,0,0,3,50,"""Slow""",1250000,239,"""Field""",,20,345.0,"""Knowing Ancient Power""",473,Ice,Ground,530,110,130,80,70,60,80,4,False
468,719,474,Porygon-Z,"""Virtual Pokemon""",0.9,34.0,"""Normal""",,"""Adaptability""","""Powers up moves of the same type as the Pokémon.""","""Download""","""Compares an opposing Pokémon's Defense and Sp. Def stats before raising its own Attack or Sp. Atk stat—whichever will be more effective.""","""Analytic""","""Boosts move power when the Pokémon moves last.""",0.0,0.0,70,"""Diamond""","""Sinnoh""",85,80,70,135,75,90,535,0,0,0,3,0,0,3,30,"""Medium Fast""",1000000,241,"""Mineral""",,20,357.0,"""Dubious Disc""",474,Normal,,535,85,80,70,135,75,90,4,False
